22.5 8.71 11.21 681.5 16.2 5.0 2.58 0.02
21.5 8.52 10.19 684.8 18.0 4.9 2.59 0.022
21.4 8.4 9.75 688.9 15.7 5.4 2.78 0.026
22.9 8.86 12.67 683.1 16.1 6.4 2.71 0.024
23.4 9.04 13.79 671.1 17.3 6.0 2.56 0.019
22.4 8.9 12.58 676.6 15.7 5.5 2.54 0.02
21.7 8.63 10.71 683.8 18.6 5.5 2.58 0.021
21.0 8.57 10.12 685.0 20.4 5.1 2.51 0.019
20.9 8.53 9.98 686.9 17.9 5.3 2.6 0.013
23.5 8.79 11.58 688.2 13.0 4.6 2.37 0.028
22.0 9.1 14.29 666.3 20.1 7.6 2.57 0.02
22.0 8.97 13.83 670.4 17.4 5.1 2.47 0.014
21.5 8.8 12.77 667.8 17.1 4.9 2.42 0.021
21.1 8.63 11.58 671.0 21.6 5.8 2.45 0.02
20.8 8.6 11.33 672.1 22.6 5.4 2.45 0.014
22.0 8.95 13.22 671.2 17.0 5.0 2.39 0.02
21.5 9.02 14.21 658.9 20.6 6.4 2.41 0.016
21.5 8.82 12.81 662.9 19.5 5.4 2.35 0.014
21.9 8.82 13.04 656.6 20.6 5.1 2.28 0.013
21.5 8.81 12.84 657.0 19.1 4.4 2.25 0.014
21.2 8.73 12.14 662.1 20.4 4.6 2.34 0.017
22.0 8.91 13.22 658.7 20.1 4.9 2.19 0.018
21.9 8.83 12.28 658.1 20.9 5.0 2.11 0.013
21.8 8.79 12.13 658.1 19.8 4.6 2.22 0.013
21.6 8.8 12.53 653.4 19.9 4.6 2.19 0.018
21.1 8.67 11.6 657.1 22.5 4.7 2.25 0.018
20.8 8.65 11.56 657.1 21.5 4.7 2.26 0.034
21.3 9.01 13.33 656.7 24.3 9.0 2.96 0.05
21.4 9.21 14.91 648.4 30.2 13.9 3.38 0.037
21.2 9.01 13.14 654.6 30.0 7.4 3.0 0.034
21.0 8.85 11.66 657.6 29.4 6.8 2.84 0.033
20.8 8.72 11.18 660.4 28.5 6.1 2.68 0.026
20.6 8.61 10.65 663.7 27.2 5.3 2.57 0.053
21.2 9.04 13.36 657.1 31.3 16.9 3.33 0.03
21.2 8.68 10.7 661.4 25.2 5.6 2.52 0.024
21.4 8.94 12.16 654.0 32.2 5.1 2.5 0.024
20.8 8.71 10.68 659.3 27.9 4.8 2.45 0.023
20.4 8.61 10.02 660.2 26.1 4.7 2.41 0.022
20.4 8.56 9.71 665.9 24.0 4.7 2.48 0.018
21.0 8.73 10.42 665.0 27.6 4.6 2.33 0.032
21.5 8.92 11.44 660.1 29.0 6.7 2.56 0.022
20.9 8.79 10.56 661.0 25.8 5.0 2.5 0.023
20.3 8.67 9.91 662.2 26.5 4.9 2.4 0.023
19.6 8.56 9.2 661.7 26.3 4.6 2.27 0.021
19.5 8.54 9.02 664.3 26.8 4.5 2.34 0.032
20.6 8.85 11.19 663.8 29.5 6.6 2.7 0.031
20.7 8.98 11.71 657.1 33.8 6.5 2.65 0.024
20.0 8.76 10.19 660.1 28.0 5.1 2.43 0.025
19.6 8.61 9.29 663.5 33.6 4.7 2.34 0.025
19.1 8.52 8.86 665.1 26.9 4.7 2.4 0.022
19.2 8.42 8.54 667.3 25.2 4.6 2.42 0.022
21.0 8.75 10.13 665.1 28.4 5.0 2.33 0.023
21.7 8.92 11.38 656.7 28.2 5.0 2.23 0.018
20.8 8.79 10.51 655.1 23.6 4.6 2.26 0.018
20.1 8.68 9.94 660.2 25.2 4.4 2.29 0.021
19.5 8.59 9.48 656.4 29.3 4.4 2.31 0.023
19.2 8.54 9.15 660.1 30.4 4.7 2.34 0.021
21.2 8.71 10.09 644.4 26.6 5.1 2.26 0.022
21.4 8.84 10.73 657.8 27.8 4.7 2.08 0.02
20.8 8.97 11.93 652.5 29.6 4.7 2.16 0.016
20.4 8.87 10.67 653.8 30.7 4.6 2.04 0.021
20.0 8.7 9.66 657.5 29.0 4.4 2.07 0.022
19.6 8.71 9.52 657.1 29.1 4.2 2.03 0.015
21.0 8.91 10.83 637.0 28.3 4.4 1.97 0.016
21.3 8.99 11.52 650.0 30.1 4.6 1.96 0.012
20.9 8.95 11.33 644.7 30.7 4.4 1.94 0.01
20.3 8.89 11.03 636.4 28.7 4.3 1.9 0.015
19.8 8.75 9.72 656.1 29.8 4.3 1.95 0.021
19.4 8.73 10.38 653.3 40.4 4.3 2.01 0.015
19.7 8.68 10.25 640.6 36.7 4.5 2.04 0.026
20.2 8.77 10.67 656.8 33.2 5.4 2.18 0.021
19.7 8.64 9.73 646.9 39.8 4.9 2.13 0.022
19.1 8.52 8.95 661.1 43.9 4.7 2.09 0.02
18.5 8.42 8.3 663.4 41.8 4.5 2.12 0.022
18.5 8.34 8.23 665.3 36.1 4.5 2.17 0.018
20.0 8.69 9.54 663.6 34.0 4.8 2.14 0.017
19.2 8.63 9.67 650.1 42.6 4.7 1.98 0.015
18.6 8.56 8.82 661.3 42.7 4.4 1.99 0.013
18.1 8.62 8.79 662.4 47.0 4.4 1.98 0.014
17.6 8.53 8.22 662.9 46.5 4.0 1.9 0.019
17.4 8.48 8.05 666.8 42.2 4.1 1.85 0.016
19.2 8.62 9.36 657.0 38.7 4.7 2.06 0.025
20.3 8.85 10.94 662.4 45.6 5.6 2.15 0.012
19.4 8.76 10.26 662.4 42.5 4.5 2.02 0.013
18.6 8.64 9.32 664.9 43.9 4.1 2.01 0.019
18.0 8.54 9.02 666.4 46.8 4.2 1.99 0.021
17.8 8.5 8.59 669.2 46.7 4.1 2.0 0.021
18.4 8.63 9.41 668.3 41.9 4.5 2.08 0.036
18.1 8.87 12.31 677.0 22.8 3.9 2.03 0.025
17.5 8.5 11.77 734.9 25.2 7.5 2.08 0.021
17.0 8.43 10.29 737.2 25.2 7.3 2.1 0.024
16.6 8.28 10.21 741.6 23.9 7.2 2.17 0.02
16.6 8.24 9.96 743.8 21.3 7.3 2.16 0.024
18.4 8.68 13.57 740.3 20.2 8.8 2.24 0.032
18.3 8.78 14.91 729.5 24.1 10.6 2.44 0.024
17.5 8.71 14.08 732.0 20.4 8.1 2.26 0.019
16.8 8.51 11.97 738.0 21.4 7.5 2.14 0.019
16.3 8.44 11.22 741.4 27.0 7.2 2.01 0.026
15.9 8.45 11.32 742.3 24.5 8.1 2.18 0.022
17.4 8.57 12.67 741.6 21.6 8.2 2.19 0.024
18.1 8.72 13.95 734.8 20.9 8.0 2.07 0.018
17.0 8.62 12.63 734.8 17.9 6.9 1.98 0.017
16.3 8.43 11.1 739.9 21.6 7.0 2.1 0.02
15.8 8.35 10.3 743.2 29.1 7.0 1.98 0.02
15.5 8.27 9.9 746.4 23.1 7.2 2.12 0.042
16.5 8.69 13.74 739.6 28.8 12.3 2.71 0.027
16.3 8.45 11.72 739.3 24.5 7.8 2.16 0.016
16.4 8.62 13.11 737.9 19.0 7.4 2.1 0.018
15.9 8.48 11.35 740.6 24.6 7.0 2.03 0.02
15.4 8.43 10.92 743.1 27.6 7.2 2.06 0.021
15.1 8.39 10.61 745.4 23.0 7.2 2.03 0.022
16.5 8.66 12.92 741.7 23.5 8.5 2.18 0.034
16.8 8.82 15.29 732.6 22.9 8.7 2.09 0.026
16.8 8.83 15.03 732.9 20.6 8.1 2.09 0.028
16.2 8.73 13.77 735.7 20.4 7.7 2.07 0.022
15.9 8.66 12.89 738.9 24.9 7.8 2.14 0.029
15.6 8.59 12.17 741.6 25.3 7.8 2.07 0.037
16.4 8.84 15.11 736.4 26.3 10.5 2.45 0.028
16.4 8.86 15.21 733.4 22.5 8.5 2.11 0.023
16.6 8.85 15.36 733.0 20.7 7.7 2.05 0.021
16.3 8.7 13.28 736.6 20.3 7.5 2.0 0.022
16.0 8.59 12.12 739.8 21.8 7.4 2.03 0.043
16.9 8.8 14.19 732.2 23.2 10.2 2.73 0.036
16.4 8.73 13.69 733.1 22.0 9.1 2.39 0.033
16.3 8.67 12.85 735.9 24.4 8.9 2.28 0.041
16.2 8.59 11.88 737.6 27.8 9.1 2.25 0.026
17.2 8.9 15.19 733.9 17.2 8.6 2.29 0.03
17.0 8.9 15.51 728.8 17.8 8.2 2.09 0.026
16.6 8.81 14.57 729.5 21.4 8.4 2.14 0.029
16.3 8.78 14.34 732.4 23.6 8.0 2.1 0.026
15.9 8.74 13.54 735.1 22.6 7.9 2.15 0.036
15.6 8.7 13.18 737.8 24.6 8.0 1.97 0.154
16.5 8.82 14.38 735.1 19.8 8.2 1.98 0.169
16.1 8.89 14.17 695.8 22.0 9.0 1.8 0.204
16.0 8.78 12.56 695.0 21.8 7.6 1.76 0.14
15.6 8.68 11.42 696.5 27.8 7.5 2.01 0.119
15.1 8.63 10.86 699.0 22.4 7.3 2.0 0.153
14.9 8.6 10.87 707.4 19.4 7.3 1.89 0.165
16.3 8.72 13.41 811.4 20.8 6.3 1.42 0.11
16.0 8.79 14.08 806.9 23.8 4.8 1.13 0.17
15.8 8.69 12.95 808.2 21.1 7.3 1.63 0.193
15.4 8.58 11.62 808.9 22.7 7.9 1.89 0.166
15.0 8.53 10.96 811.8 26.5 7.9 1.65 0.142
14.5 8.49 10.69 822.4 24.9 7.3 1.54 0.083
15.6 8.83 14.24 808.7 36.6 6.2 1.18 0.146
16.1 9.01 16.69 801.1 38.5 9.2 1.05 0.194
15.6 8.81 14.14 806.9 23.3 9.2 1.86 0.242
15.2 8.63 12.01 808.9 25.3 9.5 1.63 0.176
14.8 8.59 11.29 809.5 25.8 9.1 1.84 0.211
14.4 8.56 11.17 822.4 21.4 7.6 1.42 0.117
15.4 8.85 14.43 810.3 40.8 6.7 1.17 0.233
15.4 8.75 13.28 810.9 22.0 9.9 2.25 0.241
15.2 8.75 13.17 806.4 18.6 7.5 1.75 0.129
15.0 8.69 12.11 806.2 20.2 7.7 1.62 0.148
14.8 8.66 11.78 808.3 21.3 7.3 1.6 0.181
14.4 8.64 11.85 820.4 20.9 7.3 1.52 0.092
15.0 8.69 12.59 811.3 19.9 6.5 1.03 0.223
15.4 8.89 14.77 804.9 21.5 9.1 1.85 0.169
15.1 8.82 14.13 805.4 20.7 8.4 1.74 0.193
14.8 8.75 13.19 809.4 24.3 8.7 1.54 0.018
14.4 8.7 12.49 816.3 26.6 8.4 1.77 0.077
14.1 8.66 12.04 819.4 23.2 8.4 1.78 0.101
15.5 8.8 13.4 818.9 19.5 8.6 1.67 0.109
15.0 8.83 13.91 810.8 19.6 7.8 1.56 0.09
15.2 8.88 14.22 810.2 21.9 8.0 1.66 0.119
14.6 8.65 11.86 817.7 23.9 8.0 1.63 0.131
14.2 8.64 11.48 819.1 30.1 7.5 1.59 0.11
13.9 8.59 11.13 821.4 25.0 7.4 1.6 0.208
14.8 8.9 14.52 814.8 33.8 7.4 2.21 0.121
14.5 8.59 11.17 816.6 22.6 3.9 1.52 0.095
14.1 8.5 10.0 822.0 22.6 3.5 1.53 0.065
13.7 8.51 10.08 823.9 20.5 3.2 1.45 0.064
13.3 8.46 9.79 826.4 21.2 3.2 1.5 0.103
13.3 8.47 9.87 828.2 21.6 3.4 1.46 0.127
14.6 8.76 12.31 821.8 26.7 5.4 1.76 0.117
14.5 8.78 12.73 814.3 24.1 4.5 1.57 0.08
14.5 8.71 12.0 818.6 21.0 3.8 1.59 0.093
14.2 8.6 10.9 820.5 22.0 3.8 1.54 0.077
13.9 8.61 10.77 821.7 22.4 3.6 1.49 0.104
13.7 8.59 10.66 822.4 21.8 3.5 1.49 0.064
14.9 8.84 13.13 821.8 17.5 3.6 1.49 0.098
14.9 8.92 14.55 889.0 23.3 4.5 1.68 0.101
14.6 8.85 13.43 889.6 23.0 5.1 1.75 0.096
14.1 8.75 12.32 892.5 23.2 4.5 1.73 0.072
13.6 8.58 10.41 898.9 25.4 4.1 1.64 0.07
13.2 8.57 10.3 900.3 23.4 3.9 1.6 0.077
14.0 8.77 12.5 897.9 24.0 4.6 1.6 0.094
14.3 8.87 13.81 892.9 26.6 5.7 1.65 0.091
13.7 8.76 12.28 894.8 27.0 4.5 1.56 0.055
13.2 8.72 11.74 897.6 29.9 4.4 1.48 0.065
12.8 8.67 11.07 900.9 27.6 4.1 1.5 0.073
12.4 8.66 10.9 901.8 28.9 4.0 1.47 0.053
13.5 8.84 13.31 902.3 27.3 4.1 1.43 0.089
13.2 8.72 12.05 898.7 32.4 4.3 1.43 0.073
13.1 8.78 12.62 900.2 28.8 4.3 1.5 0.07
12.8 8.69 11.66 906.0 41.7 4.1 1.48 0.077
12.6 8.63 10.94 908.8 37.8 4.2 1.5 0.066
12.4 8.6 10.7 910.6 35.1 4.0 1.45 0.097
13.3 8.71 11.74 908.8 34.8 4.5 1.45 0.105
13.8 8.81 12.95 904.2 41.3 4.8 1.48 0.083
13.2 8.73 12.03 905.5 38.0 4.6 1.44 0.074
12.7 8.67 11.31 909.8 44.6 4.5 1.45 0.091
12.3 8.62 10.77 911.8 45.9 4.2 1.46 0.08
11.9 8.62 10.77 913.7 53.6 4.4 1.48 0.075
13.1 8.72 11.83 912.5 48.2 4.4 1.44 0.102
13.8 8.81 12.93 903.9 44.0 5.0 1.43 0.101
13.2 8.78 12.63 905.6 45.3 4.9 1.5 0.078
12.7 8.68 11.41 909.4 46.3 4.5 1.46 0.073
12.3 8.62 10.76 913.3 49.5 4.1 1.44 0.091
11.9 8.62 10.85 915.5 50.4 4.2 1.46 0.076
13.5 8.72 11.93 914.3 46.1 4.5 1.32 0.092
14.2 8.82 12.9 903.1 53.8 4.4 1.4 0.065
13.3 8.75 12.09 905.6 53.5 4.0 1.37 0.058
12.6 8.7 11.6 910.7 50.7 3.8 1.32 0.071
12.0 8.62 10.7 914.5 54.7 3.8 1.34 0.069
11.7 8.64 10.87 915.8 50.0 3.7 1.33 0.08
13.5 8.67 11.21 909.8 51.8 3.9 1.18 0.093
12.4 8.75 12.01 901.3 58.5 4.0 1.22 0.049
12.2 8.68 11.31 909.6 52.8 3.6 1.35 0.068
11.8 8.6 10.45 915.0 58.6 3.5 1.28 0.046
11.4 8.59 10.26 916.2 58.2 3.6 1.3 0.044
11.1 8.57 10.22 919.0 60.5 3.5 1.3 0.092
12.3 8.7 12.19 910.1 63.7 4.2 1.31 0.106
12.2 8.78 12.98 904.6 58.6 4.1 1.3 0.08
12.0 8.7 12.05 910.6 67.3 3.6 1.28 0.034
11.8 8.7 11.84 910.2 62.1 3.4 1.3 0.052
11.5 8.65 11.25 914.0 63.4 3.5 1.22 0.04
11.3 8.64 11.13 914.4 73.6 3.7 1.02 0.079
11.6 8.74 12.68 914.5 74.6 4.2 1.25 0.065
13.6 8.84 13.62 905.4 61.0 4.5 1.38 0.091
13.1 8.8 13.35 903.0 70.5 4.7 1.28 0.068
12.4 8.78 12.93 905.0 63.0 4.2 1.42 0.059
11.9 8.8 12.75 903.8 63.4 4.2 1.34 0.06
11.5 8.81 12.69 904.4 67.7 4.3 1.29 0.025
12.4 8.91 13.99 901.2 79.7 4.1 1.25 0.057
13.0 8.97 14.7 898.1 74.8 4.8 1.28 0.052
12.6 8.93 13.99 886.2 87.3 4.5 1.22 0.044
12.1 8.88 13.49 895.3 76.6 4.2 1.18 0.05
11.9 8.8 12.44 900.2 76.3 4.1 1.24 0.065
11.8 8.8 12.13 901.7 83.7 4.0 1.32 0.056
11.8 8.73 11.71 904.6 90.8 3.8 1.33 0.046
11.6 8.75 11.93 903.2 82.4 3.8 1.34 0.04
11.6 8.73 11.82 904.0 91.2 3.7 1.26 0.04
11.4 8.67 11.23 908.6 85.6 3.8 2.16 0.036
11.3 8.65 11.03 910.7 89.5 3.7 1.42 0.062
11.9 8.78 12.1 901.9 74.2 5.1 1.65 0.048
11.6 8.67 11.36 914.2 77.3 4.1 1.38 0.06
11.5 8.75 12.2 912.6 66.1 4.2 1.44 0.036
11.2 8.66 11.08 913.7 68.0 3.7 1.35 0.024
10.8 8.71 11.38 909.2 69.8 3.7 1.38 0.077
10.6 8.65 10.67 910.8 73.2 3.6 1.35 0.02
11.2 8.75 11.92 910.1 64.7 3.7 1.3 0.016
11.3 8.82 12.62 905.1 73.6 3.8 2.18 0.053
11.0 8.72 11.68 841.2 74.2 3.3 1.34 0.011
10.7 8.72 11.5 842.8 81.8 3.4 1.26 0.001
10.4 8.66 10.92 846.3 77.8 3.5 1.22 0.016
10.2 8.64 11.03 849.4 59.7 3.4 1.34 0.053
10.8 8.75 12.23 850.0 73.6 3.7 1.36 0.026
10.7 8.7 11.5 848.4 70.2 3.5 1.24 0.032
10.6 8.76 12.22 848.3 71.0 3.5 1.29 0.059
10.4 8.69 11.48 851.9 63.0 3.7 1.36 0.042
10.2 8.65 10.98 852.5 72.3 3.5 1.33 0.127
10.2 8.61 10.67 855.6 71.6 3.3 1.32 0.061
10.7 8.73 11.86 852.4 67.9 3.8 1.49 0.091
10.6 8.68 11.26 850.3 63.9 3.6 1.24 0.065
10.4 8.7 11.58 852.7 68.6 3.5 1.36 0.068
10.3 8.63 10.87 855.8 61.0 3.4 1.36 0.059
10.0 8.61 10.84 857.8 55.8 3.4 1.34 0.11
11.9 8.73 12.44 834.8 9.1 4.4 1.38 0.098
11.0 8.72 12.31 851.4 10.2 3.9 1.32 0.076
10.6 8.67 11.56 855.4 11.6 3.8 1.29 0.065
10.2 8.63 11.14 857.6 14.0 3.6 1.36 0.114
9.9 8.63 11.1 859.8 12.4 3.5 1.23 0.08
11.2 8.71 12.17 857.9 10.4 3.7 1.27 0.092
10.4 8.74 12.3 849.3 14.2 3.7 1.23 0.062
10.6 8.83 13.53 853.0 17.0 3.8 1.28 0.063
10.6 8.79 13.1 854.0 22.2 3.6 1.22 0.081
10.5 8.7 12.0 855.4 17.9 3.5 1.26 0.059
10.3 8.7 12.0 855.7 18.0 3.7 1.29 0.087
11.0 8.85 13.76 851.0 18.3 4.4 1.32 0.099
10.9 8.95 14.9 841.2 18.1 4.7 1.21 0.086
10.6 8.92 14.72 843.4 20.5 4.1 1.18 0.074
10.2 8.87 13.71 844.3 18.8 4.0 1.2 0.057
9.9 8.89 13.81 841.9 19.4 3.9 1.2 0.089
9.8 8.88 13.72 844.1 26.6 3.7 1.2 0.056
10.9 8.91 14.12 841.4 20.4 3.4 1.04 0.093
10.3 8.96 15.32 834.2 24.7 4.2 1.07 0.076
10.2 8.94 14.39 832.6 31.1 4.4 0.96 0.104
10.2 8.85 13.49 828.0 25.7 4.4 1.06 0.109
9.9 8.82 13.08 830.4 28.7 4.3 1.08 0.105
10.7 8.91 13.75 833.7 10.2 4.8 1.58 0.082
10.2 8.91 14.36 844.8 12.6 4.7 1.23 0.072
10.0 8.86 13.76 848.0 13.8 4.3 1.2 0.105
9.8 8.83 13.36 851.1 14.9 4.4 1.16 0.069
10.0 8.89 14.19 850.2 14.9 4.5 1.24 0.055
10.0 8.83 13.35 852.1 15.5 4.0 1.12 0.041
9.9 8.78 12.7 854.3 16.9 3.8 1.16 0.046
9.8 8.84 13.49 851.6 16.4 4.1 1.2 0.022
9.8 8.83 13.0 847.9 16.7 4.1 1.16 0.045
9.7 8.8 12.65 849.3 17.8 4.0 1.26 0.055
9.8 8.85 13.26 850.3 19.6 4.3 1.2 0.045
9.8 8.83 13.09 853.2 18.4 4.2 1.16 0.046
9.6 8.82 13.01 852.6 27.2 4.3 1.18 0.036
9.4 8.75 12.29 857.0 23.7 4.0 1.18 0.018
9.1 8.7 11.72 860.4 27.2 4.0 1.21 0.094
8.8 8.68 11.52 863.1 30.0 3.7 1.18 0.045
9.6 8.79 12.72 860.3 24.9 4.2 1.23 0.09
9.9 8.83 13.26 852.5 25.6 4.4 1.14 0.046
9.4 8.82 13.07 856.3 27.3 4.0 1.2 0.022
9.0 8.73 12.05 862.0 32.1 3.9 1.19 0.010
8.7 8.67 11.32 864.4 31.1 3.7 1.2 0.008
8.6 8.65 11.15 867.0 33.8 3.5 1.18 0.008
9.2 8.76 12.32 863.3 32.6 4.2 1.22 0.074
9.1 8.68 11.33 858.3 34.1 4.1 1.12 0.08
8.7 8.66 11.19 862.9 34.1 3.7 1.17 0.066
8.5 8.63 11.18 865.8 32.9 3.6 1.3 0.062
8.2 8.68 11.77 865.8 34.7 3.7 1.25 0.061
8.0 8.69 11.63 867.6 41.0 3.7 1.12 0.074
8.8 8.75 12.35 865.6 38.4 3.9 1.23 0.062
9.4 8.8 12.93 856.7 36.2 4.2 1.09 0.072
8.8 8.77 12.46 859.6 42.0 4.0 1.13 0.062
8.4 8.73 12.01 864.2 47.6 3.7 1.2 0.063
8.0 8.7 11.63 867.6 47.6 3.7 1.26 0.056
7.6 8.67 11.59 870.2 43.5 3.6 1.27 0.051
8.4 8.73 11.96 868.8 44.6 3.9 1.18 0.051
8.4 8.74 12.46 861.6 12.5 3.9 1.06 0.084
8.2 8.74 12.23 866.4 10.9 3.6 1.25 0.055
7.9 8.77 12.51 868.2 10.6 3.7 1.24 0.053
7.6 8.76 12.51 870.0 10.3 3.5 1.25 0.05
7.4 8.74 12.2 873.0 10.8 3.5 1.13 0.064
8.4 8.76 12.65 872.2 9.9 3.5 1.29 0.05
8.6 8.8 13.05 867.6 9.9 3.6 1.18 0.05
8.4 8.75 12.43 869.4 10.5 3.5 1.24 0.05
8.1 8.74 12.35 870.6 10.8 3.4 1.2 0.05
8.0 8.72 12.04 872.8 10.8 3.4 1.19 0.05
7.7 8.69 11.73 874.2 10.8 3.4 1.25 0.05
8.6 8.74 12.41 872.6 8.8 3.7 1.22 0.05
8.8 8.77 12.72 865.7 9.0 3.9 1.08 0.056
8.2 8.75 12.45 868.0 9.0 3.6 1.2 0.05
7.8 8.73 12.05 872.0 9.4 3.4 1.2 0.05
7.3 8.7 11.93 875.4 9.6 3.4 1.23 0.05
7.0 8.67 11.43 878.1 10.1 3.2 1.05 0.051
7.8 8.7 11.81 877.1 9.0 3.5 1.23 0.05
8.4 8.74 12.32 868.4 8.6 3.7 1.09 0.05
8.0 8.73 12.13 871.0 8.3 3.3 1.17 0.05
7.6 8.7 11.77 875.0 9.4 3.3 1.2 0.05
7.2 8.68 11.65 878.9 9.2 3.2 1.23 0.05
6.9 8.66 11.26 881.1 9.3 3.1 1.22 0.05
7.2 8.68 11.62 880.3 8.5 3.4 1.22 0.05
7.4 8.71 11.81 874.7 8.2 3.4 0.75 0.038
7.2 8.67 11.59 878.4 8.4 3.2 0.75 0.036
6.9 8.66 11.41 881.6 8.5 3.2 0.75 0.04
6.7 8.63 11.23 884.6 11.0 3.3 0.73 0.054
6.3 8.62 11.22 884.6 9.7 3.1 0.71 0.034
7.4 8.65 11.28 883.3 7.9 3.2 0.74 0.049
7.4 8.7 11.75 874.4 8.0 3.4 0.73 0.041
7.0 8.68 11.41 877.4 7.9 3.4 0.74 0.037
6.6 8.62 10.74 881.6 8.2 3.2 0.74 0.039
6.3 8.6 10.73 884.0 9.1 3.2 0.74 0.034
6.0 8.6 10.57 886.5 8.8 3.3 0.75 0.034
6.9 8.63 10.97 884.4 7.9 3.2 0.74 0.033
7.0 8.67 11.45 878.0 7.7 3.4 0.72 0.033
6.6 8.65 11.29 880.2 7.6 3.2 0.75 0.033
6.3 8.61 10.8 883.5 7.1 3.0 0.75 0.031
6.2 8.59 10.6 885.2 7.4 3.1 0.76 0.049
5.9 8.58 10.83 885.6 7.3 3.0 0.73 0.066
6.2 8.61 10.78 886.3 6.9 3.3 0.68 0.029
6.4 8.62 10.98 743.5 6.3 3.0 0.73 0.028
6.3 8.61 10.8 742.5 6.7 2.9 0.74 0.029
6.2 8.59 10.66 744.3 6.8 2.9 0.74 0.026
6.0 8.58 10.44 744.3 6.8 3.0 0.76 0.024
5.9 8.55 10.28 746.2 6.3 2.9 0.75 0.026
6.3 8.58 10.83 745.5 6.8 3.1 0.75 0.04
6.7 8.6 10.95 738.2 6.4 3.2 0.74 0.031
6.4 8.58 10.76 741.9 6.9 3.0 0.73 0.028
6.2 8.56 10.38 746.6 7.1 2.9 0.74 0.024
5.8 8.54 10.49 747.4 6.4 2.9 0.76 0.039
5.3 8.53 10.13 748.4 6.2 2.9 0.72 0.021
5.9 8.54 10.49 749.2 6.3 2.9 0.76 0.025
6.3 8.56 10.63 745.8 6.0 2.9 0.73 0.019
6.0 8.51 10.16 747.6 6.1 2.9 0.76 0.021
5.7 8.51 10.11 748.6 6.1 2.8 0.72 0.016
5.3 8.49 10.13 750.8 5.9 2.8 0.72 0.018
5.0 8.48 9.94 753.1 5.8 2.8 0.75 0.015
5.6 8.5 10.06 752.0 5.9 2.9 0.76 0.024
5.6 8.53 10.48 746.9 6.1 3.0 0.75 0.02
5.3 8.5 10.16 750.9 5.8 2.9 0.75 0.018
5.0 8.49 10.05 752.4 5.9 2.9 0.74 0.015
4.9 8.45 9.84 754.6 5.7 2.9 0.75 0.033
4.8 8.42 9.64 756.3 5.8 2.7 0.75 0.014
