15.1	8.82	14.13	805.4	20.7	8.4	0.169	1.74
14.8	8.75	13.19	809.4	24.3	8.7	0.193	1.54
14.4	8.7	12.49	816.3	26.6	8.4	0.018	1.77
14.1	8.66	12.04	819.4	23.2	8.4	0.077	1.78
15.5	8.8	13.4	818.9	19.5	8.6	0.101	1.67
15	8.83	13.91	810.8	19.6	7.8	0.109	1.56
15.2	8.88	14.22	810.2	21.9	8	0.09	1.66
14.6	8.65	11.86	817.7	23.9	8	0.119	1.63
14.2	8.64	11.48	819.1	30.1	7.5	0.131	1.59
13.9	8.59	11.13	821.4	25	7.4	0.11	1.6
14.8	8.9	14.52	814.8	33.8	7.4	0.208	2.21
14.5	8.59	11.17	816.6	22.6	3.9	0.121	1.52
14.1	8.5	10	822	22.6	3.5	0.095	1.53
13.7	8.51	10.08	823.9	20.5	3.2	0.065	1.45
13.3	8.46	9.79	826.4	21.2	3.2	0.064	1.5
13.3	8.47	9.87	828.2	21.6	3.4	0.103	1.46
14.6	8.76	12.31	821.8	26.7	5.4	0.127	1.76
14.5	8.78	12.73	814.3	24.1	4.5	0.117	1.57
14.5	8.71	12	818.6	21	3.8	0.08	1.59
14.2	8.6	10.9	820.5	22	3.8	0.093	1.54
13.9	8.61	10.77	821.7	22.4	3.6	0.077	1.49
13.7	8.59	10.66	822.4	21.8	3.5	0.104	1.49
14.9	8.84	13.13	821.8	17.5	3.6	0.064	1.49
14.9	8.92	14.55	889	23.3	4.5	0.098	1.68
14.6	8.85	13.43	889.6	23	5.1	0.101	1.75
14.1	8.75	12.32	892.5	23.2	4.5	0.096	1.73
13.6	8.58	10.41	898.9	25.4	4.1	0.072	1.64
13.2	8.57	10.3	900.3	23.4	3.9	0.07	1.6
14	8.77	12.5	897.9	24	4.6	0.077	1.6
14.3	8.87	13.81	892.9	26.6	5.7	0.094	1.65
13.7	8.76	12.28	894.8	27	4.5	-0.091	1.56
13.2	8.72	11.74	897.6	29.9	4.4	0.055	1.48
12.8	8.67	11.07	900.9	27.6	4.1	0.065	1.5
12.4	8.66	10.9	901.8	28.9	4	0.073	1.47
13.5	8.84	13.31	902.3	27.3	4.1	0.053	1.43
13.2	8.72	12.05	898.7	32.4	4.3	0.089	1.43
13.1	8.78	12.62	900.2	28.8	4.3	0.073	1.5
12.8	8.69	11.66	906	41.7	4.1	0.07	1.48
12.6	8.63	10.94	908.8	37.8	4.2	0.077	1.5
12.4	8.6	10.7	910.6	35.1	4	0.066	1.45
13.3	8.71	11.74	908.8	34.8	4.5	0.097	1.45
13.8	8.81	12.95	904.2	41.3	4.8	0.105	1.48
13.2	8.73	12.03	905.5	38	4.6	0.083	1.44
12.7	8.67	11.31	909.8	44.6	4.5	0.074	1.45
12.3	8.62	10.77	911.8	45.9	4.2	0.091	1.46
11.9	8.62	10.77	913.7	53.6	4.4	0.08	1.48
13.1	8.72	11.83	912.5	48.2	4.4	0.075	1.44
13.8	8.81	12.93	903.9	44	5	0.102	1.43
13.2	8.78	12.63	905.6	45.3	4.9	0.101	1.5
12.7	8.68	11.41	909.4	46.3	4.5	0.078	1.46
12.3	8.62	10.76	913.3	49.5	4.1	0.073	1.44
11.9	8.62	10.85	915.5	50.4	4.2	0.091	1.46
13.5	8.72	11.93	914.3	46.1	4.5	0.076	1.32
14.2	8.82	12.9	903.1	53.8	4.4	0.092	1.4
13.3	8.75	12.09	905.6	53.5	4	0.065	1.37
12.6	8.7	11.6	910.7	50.7	3.8	0.058	1.32
12	8.62	10.7	914.5	54.7	3.8	0.071	1.34
11.7	8.64	10.87	915.8	50	3.7	0.069	1.33
13.5	8.67	11.21	909.8	51.8	3.9	0.08	1.18
12.4	8.75	12.01	901.3	58.5	4	0.093	1.22
12.2	8.68	11.31	909.6	52.8	3.6	0.049	1.35
11.8	8.6	10.45	915	58.6	3.5	0.068	1.28
11.4	8.59	10.26	916.2	58.2	3.6	0.046	1.3
11.1	8.57	10.22	919	60.5	3.5	0.044	1.3
12.3	8.7	12.19	910.1	63.7	4.2	0.092	1.31
12.2	8.78	12.98	904.6	58.6	4.1	0.106	1.3
12	8.7	12.05	910.6	67.3	3.6	0.08	1.28
11.8	8.7	11.84	910.2	62.1	3.4	0.034	1.3
11.5	8.65	11.25	914	63.4	3.5	0.052	1.22
11.3	8.64	11.13	914.4	73.6	3.7	0.04	1.02
11.6	8.74	12.68	914.5	74.6	4.2	0.079	1.25
13.6	8.84	13.62	905.4	61	4.5	0.065	1.38
13.1	8.8	13.35	903	70.5	4.7	0.091	1.28
12.4	8.78	12.93	905	63	4.2	0.068	1.42
11.9	8.8	12.75	903.8	63.4	4.2	0.059	1.34
11.5	8.81	12.69	904.4	67.7	4.3	0.06	1.29
12.4	8.91	13.99	901.2	79.7	4.1	0.025	1.25
13	8.97	14.7	898.1	74.8	4.8	0.057	1.28
12.6	8.93	13.99	886.2	87.3	4.5	0.052	1.22
12.1	8.88	13.49	895.3	76.6	4.2	0.044	1.18
11.9	8.8	12.44	900.2	76.3	4.1	0.05	1.24
11.8	8.8	12.13	901.7	83.7	4	0.065	1.32
11.8	8.73	11.71	904.6	90.8	3.8	0.056	1.33
11.6	8.75	11.93	903.2	82.4	3.8	0	1.34
11.6	8.73	11.82	904	91.2	3.7	0.04	1.26
11.4	8.67	11.23	908.6	85.6	3.8	0.04	2.16
11.3	8.65	11.03	910.7	89.5	3.7	0.036	1.42
11.9	8.78	12.1	901.9	74.2	5.1	0.062	1.65
11.6	8.67	11.36	914.2	77.3	4.1	0.048	1.38
11.5	8.75	12.2	912.6	66.1	4.2	0.06	1.44
11.2	8.66	11.08	913.7	68	3.7	0.036	1.35
10.8	8.71	11.38	909.2	69.8	3.7	0.024	1.38
10.6	8.65	10.67	910.8	73.2	3.6	0.077	1.35
11.2	8.75	11.92	910.1	64.7	3.7	0.02	1.3
11.3	8.82	12.62	905.1	73.6	3.8	0.016	2.18
11	8.72	11.68	841.2	74.2	3.3	0.053	1.34
10.7	8.72	11.5	842.8	81.8	3.4	0.011	1.26
10.4	8.66	10.92	846.3	77.8	3.5	0.001	1.22
10.2	8.64	11.03	849.4	59.7	3.4	0.016	1.34
10.8	8.75	12.23	850	73.6	3.7	0.053	1.36
10.7	8.7	11.5	848.4	70.2	3.5	0.026	1.24
10.6	8.76	12.22	848.3	71	3.5	0	1.29
10.4	8.69	11.48	851.9	63	3.7	0.059	1.36
10.2	8.65	10.98	852.5	72.3	3.5	0.042	1.33
10.2	8.61	10.67	855.6	71.6	3.3	0.127	1.32
10.7	8.73	11.86	852.4	67.9	3.8	0.061	1.49
10.6	8.68	11.26	850.3	63.9	3.6	0.091	1.24
10.4	8.7	11.58	852.7	68.6	3.5	0.065	1.36
10.3	8.63	10.87	855.8	61	3.4	0.068	1.36
10	8.61	10.84	857.8	55.8	3.4	0.059	1.34
11.9	8.73	12.44	834.8	9.1	4.4	0.11	1.38
11	8.72	12.31	851.4	10.2	3.9	0.098	1.32
10.6	8.67	11.56	855.4	11.6	3.8	0.076	1.29
10.2	8.63	11.14	857.6	14	3.6	0.065	1.36
9.9	8.63	11.1	859.8	12.4	3.5	0.114	1.23
11.2	8.71	12.17	857.9	10.4	3.7	0.08	1.27
10.4	8.74	12.3	849.3	14.2	3.7	0.092	1.23
10.6	8.83	13.53	853	17	3.8	0.062	1.28
10.6	8.79	13.1	854	22.2	3.6	0.063	1.22
10.5	8.7	12	855.4	17.9	3.5	0.081	1.26
10.3	8.7	12	855.7	18	3.7	0.059	1.29
11	8.85	13.76	851	18.3	4.4	0.087	1.32
10.9	8.95	14.9	841.2	18.1	4.7	0.099	1.21
10.6	8.92	14.72	843.4	20.5	4.1	0.086	1.18
10.2	8.87	13.71	844.3	18.8	4	0.074	1.2
9.9	8.89	13.81	841.9	19.4	3.9	0.057	1.2
9.8	8.88	13.72	844.1	26.6	3.7	0.089	1.2
10.9	8.91	14.12	841.4	20.4	3.4	0.056	1.04
10.3	8.96	15.32	834.2	24.7	4.2	0.093	1.07
10.2	8.94	14.39	832.6	31.1	4.4	0.076	0.96
10.2	8.85	13.49	828	25.7	4.4	0.104	1.06
9.9	8.82	13.08	830.4	28.7	4.3	0.109	1.08
10.7	8.91	13.75	833.7	10.2	4.8	0.105	1.58
10.2	8.91	14.36	844.8	12.6	4.7	0.082	1.23
10	8.86	13.76	848	13.8	4.3	0.072	1.2
9.8	8.83	13.36	851.1	14.9	4.4	0.105	1.16
10	8.89	14.19	850.2	14.9	4.5	0.069	1.24
10	8.83	13.35	852.1	15.5	4	0.055	1.12
9.9	8.78	12.7	854.3	16.9	3.8	0.041	1.16
9.8	8.84	13.49	851.6	16.4	4.1	0.046	1.2
9.8	8.83	13	847.9	16.7	4.1	0.022	1.16
9.7	8.8	12.65	849.3	17.8	4	0.045	1.26
9.8	8.85	13.26	850.3	19.6	4.3	0.055	1.2
9.8	8.83	13.09	853.2	18.4	4.2	0.045	1.16
9.6	8.82	13.01	852.6	27.2	4.3	0.046	1.18
9.4	8.75	12.29	857	23.7	4	0.036	1.18
9.1	8.7	11.72	860.4	27.2	4	0.018	1.21
8.8	8.68	11.52	863.1	30	3.7	0.094	1.18
9.6	8.79	12.72	860.3	24.9	4.2	0.045	1.23
9.9	8.83	13.26	852.5	25.6	4.4	0.09	1.14
9.4	8.82	13.07	856.3	27.3	4	0.046	1.2
9	8.73	12.05	862	32.1	3.9	0.022	1.19
8.7	8.67	11.32	864.4	31.1	3.7	0	1.2
8.6	8.65	11.15	867	33.8	3.5	0.008	1.18
9.2	8.76	12.32	863.3	32.6	4.2	0.008	1.22
9.1	8.68	11.33	858.3	34.1	4.1	0.074	1.12
8.7	8.66	11.19	862.9	34.1	3.7	0.08	1.17
8.5	8.63	11.18	865.8	32.9	3.6	0.066	1.3
8.2	8.68	11.77	865.8	34.7	3.7	0.062	1.25
8	8.69	11.63	867.6	41	3.7	0.061	1.12
8.8	8.75	12.35	865.6	38.4	3.9	0.074	1.23
9.4	8.8	12.93	856.7	36.2	4.2	0.062	1.09
8.8	8.77	12.46	859.6	42	4	0.072	1.13
8.4	8.73	12.01	864.2	47.6	3.7	0.062	1.2
8	8.7	11.63	867.6	47.6	3.7	0.063	1.26
7.6	8.67	11.59	870.2	43.5	3.6	0.056	1.27
8.4	8.73	11.96	868.8	44.6	3.9	0.051	1.18
8.4	8.74	12.46	861.6	12.5	3.9	0.051	1.06
8.2	8.74	12.23	866.4	10.9	3.6	0.084	1.25
7.9	8.77	12.51	868.2	10.6	3.7	0.055	1.24
7.6	8.76	12.51	870	10.3	3.5	0.053	1.25
7.4	8.74	12.2	873	10.8	3.5	0.05	1.13
8.4	8.76	12.65	872.2	9.9	3.5	0.064	1.29
8.6	8.8	13.05	867.6	9.9	3.6	0.05	1.18
8.4	8.75	12.43	869.4	10.5	3.5	0.05	1.24
8.1	8.74	12.35	870.6	10.8	3.4	0.05	1.2
8	8.72	12.04	872.8	10.8	3.4	0.05	1.19
7.7	8.69	11.73	874.2	10.8	3.4	0.05	1.25
8.6	8.74	12.41	872.6	8.8	3.7	0.05	1.22
8.8	8.77	12.72	865.7	9	3.9	0.05	1.08
8.2	8.75	12.45	868	9	3.6	0.056	1.2
7.8	8.73	12.05	872	9.4	3.4	0.05	1.2
7.3	8.7	11.93	875.4	9.6	3.4	0.05	1.23
7	8.67	11.43	878.1	10.1	3.2	0.05	1.05
7.8	8.7	11.81	877.1	9	3.5	0.051	1.23
8.4	8.74	12.32	868.4	8.6	3.7	0.05	1.09
8	8.73	12.13	871	8.3	3.3	0.05	1.17
7.6	8.7	11.77	875	9.4	3.3	0.05	1.2
7.2	8.68	11.65	878.9	9.2	3.2	0.05	1.23
6.9	8.66	11.26	881.1	9.3	3.1	0.05	1.22
7.2	8.68	11.62	880.3	8.5	3.4	0.05	1.22
7.4	8.71	11.81	874.7	8.2	3.4	0.05	0.75
7.2	8.67	11.59	878.4	8.4	3.2	0.038	0.75
6.9	8.66	11.41	881.6	8.5	3.2	0.036	0.75
6.7	8.63	11.23	884.6	11	3.3	0.04	0.73
6.3	8.62	11.22	884.6	9.7	3.1	0.054	0.71
7.4	8.65	11.28	883.3	7.9	3.2	0.034	0.74
7.4	8.7	11.75	874.4	8	3.4	0.049	0.73
7	8.68	11.41	877.4	7.9	3.4	0.041	0.74
6.6	8.62	10.74	881.6	8.2	3.2	0.037	0.74
6.3	8.6	10.73	884	9.1	3.2	0.039	0.74
6	8.6	10.57	886.5	8.8	3.3	0.034	0.75
6.9	8.63	10.97	884.4	7.9	3.2	0.034	0.74
7	8.67	11.45	878	7.7	3.4	0.033	0.72
6.6	8.65	11.29	880.2	7.6	3.2	0.033	0.75
6.3	8.61	10.8	883.5	7.1	3	0.033	0.75
6.2	8.59	10.6	885.2	7.4	3.1	0.031	0.76
5.9	8.58	10.83	885.6	7.3	3	0.049	0.73
6.2	8.61	10.78	886.3	6.9	3.3	0.066	0.68
6.4	8.62	10.98	743.5	6.3	3	0.029	0.73
6.3	8.61	10.8	742.5	6.7	2.9	0.028	0.74
6.2	8.59	10.66	744.3	6.8	2.9	0.029	0.74
6	8.58	10.44	744.3	6.8	3	0.026	0.76
5.9	8.55	10.28	746.2	6.3	2.9	0.024	0.75
6.3	8.58	10.83	745.5	6.8	3.1	0.026	0.75
6.7	8.6	10.95	738.2	6.4	3.2	0.04	0.74
6.4	8.58	10.76	741.9	6.9	3	0.031	0.73
6.2	8.56	10.38	746.6	7.1	2.9	0.028	0.74
5.8	8.54	10.49	747.4	6.4	2.9	0.024	0.76
5.3	8.53	10.13	748.4	6.2	2.9	0.039	0.72
5.9	8.54	10.49	749.2	6.3	2.9	0.021	0.76
6.3	8.56	10.63	745.8	6	2.9	0.025	0.73
6	8.51	10.16	747.6	6.1	2.9	0.019	0.76
5.7	8.51	10.11	748.6	6.1	2.8	0.021	0.72
5.3	8.49	10.13	750.8	5.9	2.8	0.016	0.72
5	8.48	9.94	753.1	5.8	2.8	0.018	0.75
5.6	8.5	10.06	752	5.9	2.9	0.015	0.76
5.6	8.53	10.48	746.9	6.1	3	0.024	0.75
5.3	8.5	10.16	750.9	5.8	2.9	0.02	0.75
5	8.49	10.05	752.4	5.9	2.9	0.018	0.74
4.9	8.45	9.84	754.6	5.7	2.9	0.015	0.75
4.8	8.42	9.64	756.3	5.8	2.7	0.033	0.75
5.3	8.45	9.78	756.4	5.4	2.8	0.014	0.73
5.9	8.47	9.97	749.2	4.9	2.9	0.017	0.74
5.6	8.45	9.77	750.4	4.7	2.8	0.014	0.75
5.2	8.41	9.45	752.9	4.7	2.8	0.013	0.74
4.9	8.4	9.53	754.7	4.9	2.8	0.009	0.75
4.7	8.38	9.36	757.2	5	2.7	0.006	0.74
5.3	8.41	9.55	757.4	4.8	2.8	0.013	0.74
5.6	8.42	9.59	752.2	4.9	2.8	0.014	0.74
5.4	8.38	9.26	753	5	2.8	0.012	0.73
5.4	8.35	9.05	755	4.9	2.8	0.011	0.72
5.4	8.36	9.09	755	4.8	2.7	0.012	0.76
5.4	8.36	9.1	754.3	4.8	2.7	0.032	0.74
